SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1600 S Indiana Ave #506,Chicago,IL,60616,325000,2,2.0,CHI - Near South Side,,,2006,43,,476,Active,,,https://www.redfin.com/IL/Chicago/1600-S-Indiana-Ave-60616/unit-506/home/26820549,MRED,11611400,N,Y,41.8598949,-87.6230088
MLS Listing,,Single Family Residential,1708 N Mcvicker Ave,Chicago,IL,60639,289999,4,1.0,CHI - Austin,2493,,1925,48,116,,Active,,,https://www.redfin.com/IL/Chicago/1708-N-McVicker-Ave-60639/home/13427673,MRED,11486575,N,Y,41.9113967,-87.7768137
MLS Listing,,Townhouse,1608 W Touhy Ave Unit A,Chicago,IL,60626,299999,3,2.0,CHI - Rogers Park,,,1959,48,,,Active,,,https://www.redfin.com/IL/Chicago/1608-W-Touhy-Ave-60626/unit-A/home/13571555,MRED,11479811,N,Y,42.0130448,-87.6706559
MLS Listing,,Condo/Co-op,2657 W Thomas St Unit 1E,Chicago,IL,60622,475000,3,3.0,CHI - West Town,1746,,2002,48,272,276,Active,,,https://www.redfin.com/IL/Chicago/2657-W-Thomas-St-60622/unit-1E/home/12657217,MRED,11607703,N,Y,41.90087,-87.694134
MLS Listing,,Single Family Residential,2826 W Warren Blvd,Chicago,IL,60612,489000,4,3.5,CHI - East Garfield Park,2388,2178,1895,48,205,,Active,,,https://www.redfin.com/IL/Chicago/2826-W-Warren-Blvd-60612/home/13259721,MRED,11490481,N,Y,41.8821993,-87.6972652
MLS Listing,,Single Family Residential,6353 S Kilpatrick Ave,Chicago,IL,60629,339900,5,2.5,Clear Ridge,1200,3746,1961,50,283,,Active,,,https://www.redfin.com/IL/Chicago/6353-S-Kilpatrick-Ave-60629/home/13994844,MRED,11492690,N,Y,41.7768758,-87.7395286
MLS Listing,,Condo/Co-op,802 W George St #2,Chicago,IL,60657,290000,2,1.0,Gaslight Village,900,,1908,51,322,471,Active,,,https://www.redfin.com/IL/Chicago/802-W-George-St-60657/unit-2/home/13363030,MRED,11489624,N,Y,41.934637,-87.6492741
MLS Listing,,Condo/Co-op,226 N Clinton St #225,Chicago,IL,60661,299900,1,1.0,CHI - Near West Side,760,,1996,51,395,408,Active,,,https://www.redfin.com/IL/Chicago/226-N-Clinton-St-60661/unit-225/home/12787630,MRED,11492235,N,Y,41.8862901,-87.6417042
MLS Listing,,Townhouse,934 E 48th St,Chicago,IL,60615,415000,3,2.5,CHI - Kenwood,1800,,2005,51,231,,Active,,,https://www.redfin.com/IL/Chicago/934-E-48th-St-60615/home/12678048,MRED,11492054,N,Y,41.8079369,-87.6024883
MLS Listing,,Condo/Co-op,1449 N Ashland Ave Unit 2R,Chicago,IL,60622,249900,2,1.0,CHI - West Town,800,,,54,312,188,Active,,,https://www.redfin.com/IL/Chicago/1449-N-Ashland-Ave-60622/unit-2R/home/18928359,MRED,11490230,N,Y,41.9084309,-87.6673119
MLS Listing,,Condo/Co-op,235 W Van Buren St #2313,Chicago,IL,60607,320000,2,1.0,CHI - Loop,,,2015,54,,396,Active,,,https://www.redfin.com/IL/Chicago/235-W-Van-Buren-St-60607/unit-2313/home/113099120,MRED,11490207,N,Y,41.8765303,-87.6347529
MLS Listing,,Condo/Co-op,1449 W Walton St #3,Chicago,IL,60642,424900,2,2.0,CHI - West Town,1200,,1997,54,354,166,Active,,,https://www.redfin.com/IL/Chicago/1449-W-Walton-St-60642/unit-3/home/12740919,MRED,11490123,N,Y,41.8986734,-87.6643888
MLS Listing,,Condo/Co-op,1250 S Michigan Ave #1101,Chicago,IL,60605,410500,2,2.0,CHI - Near South Side,1298,,2005,55,316,746,Active,,,https://www.redfin.com/IL/Chicago/1250-S-Michigan-Ave-60605/unit-1101/home/18946568,MRED,11486395,N,Y,41.8659823,-87.6243183
MLS Listing,,Single Family Residential,6259 W Lawrence Ave,Chicago,IL,60630,419999,4,3.0,CHI - Portage Park,2452,,1956,55,171,,Active,,,https://www.redfin.com/IL/Chicago/6259-W-Lawrence-Ave-60630/home/13476425,MRED,11482662,N,Y,41.9672709,-87.784269
MLS Listing,,Condo/Co-op,401 E Ontario St #4204,Chicago,IL,60611,234000,1,1.0,CHI - Near North Side,775,,1990,55,302,680,Active,,,https://www.redfin.com/IL/Chicago/401-E-Ontario-St-60611/unit-4204/home/12765469,MRED,11489174,N,Y,41.893211,-87.616401
MLS Listing,,Single Family Residential,8524 S Seeley Ave,Chicago,IL,60620,235000,3,1.0,CHI - Auburn Gresham,900,,1947,55,261,,Active,,,https://www.redfin.com/IL/Chicago/8524-S-Seeley-Ave-60620/home/13907669,MRED,11488201,N,Y,41.7384943,-87.6743134
MLS Listing,,Condo/Co-op,211 E Ohio St #1607,Chicago,IL,60611,235999,1,1.0,CHI - Near North Side,770,,1984,56,306,589,Active,,,https://www.redfin.com/IL/Chicago/211-E-Ohio-St-60611/unit-1607/home/12764335,MRED,11488594,N,Y,41.8923975,-87.6216907
MLS Listing,,Condo/Co-op,4334 N Clarendon Ave #207,Chicago,IL,60613,196000,1,1.0,Boardwalk,,,1960,56,,345,Active,,,https://www.redfin.com/IL/Chicago/4334-N-Clarendon-Ave-60613/unit-207/home/13394266,MRED,11488014,N,Y,41.9613072,-87.6503276
MLS Listing,,Condo/Co-op,195 N Harbor Dr #4001,Chicago,IL,60601,470000,2,2.0,CHI - Loop,1221,,1996,57,385,1100,Active,,,https://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-4001/home/14093402,MRED,11478402,N,Y,41.8856057,-87.6155531
MLS Listing,,Single Family Residential,949 N Karlov Ave,Chicago,IL,60651,270000,3,2.0,CHI - Humboldt Park,,,1913,58,,,Active,,,https://www.redfin.com/IL/Chicago/949-N-Karlov-Ave-60651/home/13282850,MRED,11486576,N,Y,41.8985931,-87.7283627
MLS Listing,,Multi-Family (2-4 Unit),3537 W Jackson Blvd,Chicago,IL,60624,525000,8,3.0,CHI - East Garfield Park,,3484,1901,62,,,Active,,,https://www.redfin.com/IL/Chicago/3537-W-Jackson-Blvd-60624/home/13256778,MRED,11474746,N,Y,41.8770057,-87.7150502
MLS Listing,,Multi-Family (2-4 Unit),2318 N Sacramento Ave,Chicago,IL,60647,1175000,7,6.0,CHI - Logan Square,,4356,1925,62,,,Active,,,https://www.redfin.com/IL/Chicago/2318-N-Sacramento-Ave-60647/home/13418463,MRED,11480377,N,Y,41.9238893,-87.7026549
MLS Listing,,Condo/Co-op,340 W Diversey Pkwy #1120,Chicago,IL,60657,360000,3,2.0,Commonwealth Plaza,1400,,1957,64,257,1270,Active,,,https://www.redfin.com/IL/Chicago/340-W-Diversey-Pkwy-60657/unit-1120/home/13369741,MRED,11444921,N,Y,41.9334139,-87.6389044
MLS Listing,,Single Family Residential,3613 W 64th Pl,Chicago,IL,60629,279900,3,1.5,CHI - West Lawn,1640,,1913,64,171,,Active,,,https://www.redfin.com/IL/Chicago/3613-W-64th-Pl-60629/home/13990916,MRED,11481355,N,Y,41.7758451,-87.7135863
MLS Listing,,Single Family Residential,8840 S Mozart Ave,Evergreen Park,IL,60805,264900,2,1.0,Evergreen Park,629,,1938,64,421,,Active,,,https://www.redfin.com/IL/Evergreen-Park/8840-S-Mozart-Ave-60805/home/13187947,MRED,11476857,N,Y,41.7322865,-87.6937712
MLS Listing,,Multi-Family (2-4 Unit),9024 S Houston Ave,Chicago,IL,60617,145000,5,3.0,CHI - South Chicago,,,1890,68,,,Active,,,https://www.redfin.com/IL/Chicago/9024-S-Houston-Ave-60617/home/13042455,MRED,11468295,N,Y,41.7311427,-87.550156
MLS Listing,,Single Family Residential,3358 S Leavitt St,Chicago,IL,60608,495000,3,2.0,CHI - McKinley Park,1232,,1890,68,402,,Active,,,https://www.redfin.com/IL/Chicago/3358-S-Leavitt-St-60608/home/14078135,MRED,11477836,N,Y,41.8322624,-87.6804749
MLS Listing,,Condo/Co-op,65 E Monroe St #4312,Chicago,IL,60603,509000,2,2.0,CHI - Loop,1280,,2008,71,398,905,Active,,,https://www.redfin.com/IL/Chicago/65-E-Monroe-St-60603/unit-4312/home/39567215,MRED,11474948,N,Y,41.8806386,-87.6255308
MLS Listing,,Condo/Co-op,1525 S Sangamon St Unit 805-P,Chicago,IL,60608,519000,2,2.0,University Village,1600,,2001,82,324,870,Active,,,https://www.redfin.com/IL/Chicago/1525-S-Sangamon-St-60608/unit-805-P/home/12573413,MRED,11370278,N,Y,41.8607427,-87.6494388
MLS Listing,,Condo/Co-op,7231 N Damen Ave #2,Chicago,IL,60645,134999,2,1.0,CHI - Rogers Park,745,,1920,83,181,283,Active,,,https://www.redfin.com/IL/Chicago/7231-N-Damen-Ave-60645/unit-2/home/12636715,MRED,11454288,N,Y,42.0135143,-87.6799776
MLS Listing,,Multi-Family (2-4 Unit),8601 S Essex Ave,Chicago,IL,60617,245000,10,3.0,CHI - South Chicago,,3920,1920,60,,,Active,,,https://www.redfin.com/IL/Chicago/8601-S-Essex-Ave-60617/home/13212418,MRED,11458294,N,Y,41.7389239,-87.5633195
MLS Listing,,Single Family Residential,7224 N Hamilton Ave,Chicago,IL,60645,869000,6,3.5,CHI - West Ridge,4459,4356,2001,90,195,,Active,,,https://www.redfin.com/IL/Chicago/7224-N-Hamilton-Ave-60645/home/13572907,MRED,11454557,N,Y,42.0129909,-87.6854012
MLS Listing,,Condo/Co-op,118 E Erie St Unit 37H,Chicago,IL,60611,2800000,3,3.5,CHI - Near North Side,3661,,2014,90,765,6579,Active,,,https://www.redfin.com/IL/Chicago/118-E-Erie-St-60611/unit-37H/home/113099537,MRED,11444036,N,Y,41.8942887,-87.6246388
MLS Listing,,Condo/Co-op,5036 W Pensacola Ave #302,Chicago,IL,60641,299000,2,2.0,CHI - Portage Park,1357,,2007,90,220,360,Active,,,https://www.redfin.com/IL/Chicago/5036-W-Pensacola-Ave-60641/unit-302/home/12609147,MRED,11448220,N,Y,41.9599164,-87.7534847
MLS Listing,,Condo/Co-op,1464 S Michigan Ave #301,Chicago,IL,60605,538000,3,2.0,CHI - Near South Side,1387,,2008,90,388,711,Active,,,https://www.redfin.com/IL/Chicago/1464-S-Michigan-Ave-60605/unit-301/home/39570940,MRED,11368741,N,Y,41.8622613,-87.624234
MLS Listing,,Condo/Co-op,945 N Honore St #1,Chicago,IL,60622,779399,3,2.5,CHI - West Town,2700,,2002,97,289,227,Active,,,https://www.redfin.com/IL/Chicago/945-N-Honore-St-60622/unit-1/home/12707114,MRED,11444781,N,Y,41.8990937,-87.6731731
MLS Listing,,Condo/Co-op,5019 River Rd Unit 1W,Schiller Park,IL,60176,169900,2,1.0,Schiller Park,850,,1968,98,200,200,Active,,,https://www.redfin.com/IL/Schiller-Park/5019-River-Rd-60176/unit-1W/home/12609923,MRED,11447884,N,Y,41.9699422,-87.8610753
MLS Listing,,Single Family Residential,10527 S Oakley Ave,Chicago,IL,60643,375900,3,1.5,CHI - Beverly,2198,6141,1933,106,171,,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/10527-S-Oakley-Ave-60643/home/13072626,MRED,11441539,N,Y,41.7019484,-87.6787972
MLS Listing,,Single Family Residential,2104 N Cleveland Ave,Chicago,IL,60614,2800000,5,4.0,CHI - Lincoln Park,4709,3484,1977,111,595,,Active,,,https://www.redfin.com/IL/Chicago/2104-N-Cleveland-Ave-60614/home/13349768,MRED,11282179,N,Y,41.9204665,-87.641556
MLS Listing,,Multi-Family (2-4 Unit),1145 W 17th St,Chicago,IL,60608,299999,5,2.0,CHI - Lower West Side,,2613,1885,117,,,Active,,,https://www.redfin.com/IL/Chicago/1145-W-17th-St-60608/home/14085909,MRED,11422536,N,Y,41.8587114,-87.655195
MLS Listing,,Condo/Co-op,1510 N Greenview Ave Unit 2F,Chicago,IL,60642,228000,1,1.0,CHI - West Town,700,,2004,118,326,116,Active,,,https://www.redfin.com/IL/Chicago/1510-N-Greenview-Ave-60642/unit-2F/home/18928361,MRED,11428224,N,Y,41.9092364,-87.6654537
MLS Listing,,Single Family Residential,12027 Ann St,Blue Island,IL,60406,209900,5,2.0,Blue Island,1596,3179,1955,88,132,,Active,,,https://www.redfin.com/IL/Blue-Island/12027-Ann-St-60406/home/13131851,MRED,11392843,N,Y,41.6746004,-87.6839842
MLS Listing,,Single Family Residential,3306 W Pierce Ave,Chicago,IL,60651,640000,2,1.5,CHI - Humboldt Park,1825,5309,1950,114,351,,Active,,,https://www.redfin.com/IL/Chicago/3306-W-Pierce-Ave-60651/home/13285637,MRED,11301211,N,Y,41.9093488,-87.709853
Redfin Data,,Single Family Residential,8813 S Paulina St,Chicago,IL,60620,274900,5,3.0,Chicago,2400,3123,1959,1,115,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/8813-S-Paulina-St-60620/home/13102143,Coming Soon,89655,N,Y,41.7334888,-87.6651448
Redfin Data,,Multi-Family (2-4 Unit),2259 N Laporte Ave,Chicago,IL,60639,529999,6,3.0,Chicago,2704,6250,1925,1,196,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/2259-N-Laporte-Ave-60639/home/13425756,Coming Soon,89651,N,Y,41.9222638,-87.74963
Redfin Data,,Condo/Co-op,8625 W Foster Ave Unit 2B,Chicago,IL,60656,179999,2,1.5,Chicago,800,,1975,1,225,250,Pre On-Market,,,https://www.redfin.com/IL/Chicago/8625-W-Foster-Ave-60656/unit-2B/home/12718966,Coming Soon,89649,N,Y,41.9726917,-87.8421654
Redfin Data,,Single Family Residential,4047 N Drake Ave,Chicago,IL,60618,459999,4,1.5,Chicago,1215,3150,1904,5,379,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/4047-N-Drake-Ave-60618/home/13482886,Coming Soon,89568,N,Y,41.9552302,-87.7163447
Redfin Data,,Single Family Residential,3638 N Oconto Ave,Chicago,IL,60634,410000,3,2.0,Chicago,1624,4477,1946,6,252,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/3638-N-Oconto-Ave-60634/home/13543603,Coming Soon,89541,N,Y,41.9464027,-87.8085479
Redfin Data,,Multi-Family (2-4 Unit),9035 S Exchange Ave,Chicago,IL,60617,375000,11,3.0,Chicago,,3475,1891,7,,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/9035-S-Exchange-Ave-60617/home/13043013,Coming Soon,89519,N,Y,41.7308416,-87.5524544
Redfin Data,,Townhouse,3759 S Morgan St Unit C,Chicago,IL,60609,500000,4,2.5,Chicago,2700,,2016,8,185,275,Pre On-Market,,,https://www.redfin.com/IL/Chicago/3759-S-Morgan-St-60609/unit-C/home/144510515,Coming Soon,89511,N,Y,41.825915,-87.6500589
Redfin Data,,Single Family Residential,5004 N Tripp Ave,Chicago,IL,60630,369999,3,1.5,Chicago,1419,3810,1927,8,261,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/5004-N-Tripp-Ave-60630/home/13495548,Coming Soon,89505,N,Y,41.9720332,-87.734595
Redfin Data,,Condo/Co-op,"1908 W Irving Park Rd., #404",Chicago,IL,60613,649000,3,2.0,Chicago,1600,,2003,26,406,310,Pre On-Market,,,https://www.redfin.com/IL/Chicago/1908-W-Irving-Park-Rd-60613/unit-404/home/12663755,Coming Soon,89171,N,Y,41.954482,-87.676816
Redfin Data,,Condo/Co-op,3950 N Lake Shore Dr #718,Chicago,IL,60613,140000,1,1.0,Chicago,850,,,63,165,685,Pre On-Market,,,https://www.redfin.com/IL/Chicago/3950-N-Lake-Shore-Dr-60613/unit-718/home/13380743,Coming Soon,88294,N,Y,41.954247,-87.6458578
MLS Listing,,Single Family Residential,3623 W Lexington St,Chicago,IL,60624,210000,3,1.5,CHI - East Garfield Park,2050,2047,1898,1,102,,Active,,,https://www.redfin.com/IL/Chicago/3623-W-Lexington-St-60624/home/26811347,MRED,11646300,N,Y,41.8715448,-87.7164528
MLS Listing,,Single Family Residential,2040 N Hamlin Ave,Chicago,IL,60647,740000,4,3.5,CHI - Logan Square,,,2017,1,,,Active,,,https://www.redfin.com/IL/Chicago/2040-N-Hamlin-Ave-60647/home/109054782,MRED,11646288,N,Y,41.9184904,-87.7219467
MLS Listing,,Condo/Co-op,5310 N Chester Ave #118,Chicago,IL,60656,115000,1,1.0,CHI - O'Hare,600,,1973,1,192,247,Active,,,https://www.redfin.com/IL/Chicago/5310-N-Chester-Ave-60656/unit-118/home/21817021,MRED,11646280,N,Y,41.9761677,-87.8400103
MLS Listing,,Condo/Co-op,2405 W Balmoral Ave Unit 2A,Chicago,IL,60625,125000,1,1.0,CHI - Lincoln Square,750,,1959,1,167,245,Active,,,https://www.redfin.com/IL/Chicago/2405-W-Balmoral-Ave-60625/unit-2A/home/26804664,MRED,11646276,N,Y,41.9790979,-87.6896563
MLS Listing,,Multi-Family (2-4 Unit),1118 N Parkside Ave,Chicago,IL,60651,350000,9,3.0,CHI - Austin,,10890,1895,1,,,Active,,,https://www.redfin.com/IL/Chicago/1118-N-Parkside-Ave-60651/home/13276297,MRED,11646277,N,Y,41.9009012,-87.7671276
MLS Listing,,Vacant Land,6714 S Perry Ave S,Chicago,IL,60621,99000,,,CHI - Greater Grand Crossing,,,,1,,,Active,,,https://www.redfin.com/IL/Chicago/6714-S-Perry-Ave-60621/home/147915768,MRED,11646272,N,Y,41.7722254,-87.6286448
MLS Listing,,Multi-Family (2-4 Unit),5427 S Wolcott Ave,Chicago,IL,60609,350000,4,2.0,CHI - New City,,,1908,1,,,Active,,,https://www.redfin.com/IL/Chicago/5427-S-Wolcott-Ave-60609/home/13955021,MRED,11646268,N,Y,41.794953,-87.6716447
MLS Listing,,Condo/Co-op,3731 N Saint Louis Ave Unit 2R,Chicago,IL,60618,149990,2,1.0,CHI - Irving Park,,,1914,1,,246,Active,,,https://www.redfin.com/IL/Chicago/3731-N-St-Louis-Ave-60618/unit-2R/home/12617458,MRED,11646259,N,Y,41.9493269,-87.7148866
MLS Listing,,Single Family Residential,,Chicago,IL,60631,422000,3,1.5,CHI - Edison Park,1100,4438,1947,1,384,,Active,,,https://www.redfin.com/IL/Chicago/Undisclosed-address-60631/home/13635727,MRED,11646256,N,Y,41.9976846,-87.8165355
MLS Listing,,Condo/Co-op,6206 N Francisco Ave Unit 2C,Chicago,IL,60659,89900,1,1.0,CHI - West Ridge,550,,1931,1,163,200,Active,,,https://www.redfin.com/IL/Chicago/6206-N-Francisco-Ave-60659/unit-2C/home/12594092,MRED,11646251,N,Y,41.9942579,-87.7022979
MLS Listing,,Single Family Residential,527 N Ridgeway Ave,Chicago,IL,60624,349999,3,3.5,CHI - Humboldt Park,2100,3249,,1,167,,Active,October-8-2022 10:00 AM,October-8-2022 11:30 AM,https://www.redfin.com/IL/Chicago/527-N-Ridgeway-Ave-60624/home/13261995,MRED,11646248,N,Y,41.8907554,-87.7196098
MLS Listing,,Multi-Family (2-4 Unit),12005 S La Salle St,Chicago,IL,60628,239900,4,2.0,CHI - West Pullman,,,1924,1,,,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/12005-S-La-Salle-St-60628/home/13057492,MRED,11439671,N,Y,41.6759415,-87.6259457
MLS Listing,,Condo/Co-op,7450 N Claremont Ave Unit 3N,Chicago,IL,60645,249900,3,2.0,CHI - West Ridge,1716,,,1,146,544,Active,October-9-2022 11:00 AM,October-9-2022 01:00 PM,https://www.redfin.com/IL/Chicago/7450-N-Claremont-Ave-60645/unit-3N/home/105514599,MRED,11646239,N,Y,42.017121,-87.689223
MLS Listing,,Single Family Residential,8441 S Paxton Ave,Chicago,IL,60617,289000,4,2.0,CHI - South Chicago,3750,,1923,1,77,,Active,,,https://www.redfin.com/IL/Chicago/8441-S-Paxton-Ave-60617/home/13217758,MRED,11646238,N,Y,41.7413826,-87.5706956
MLS Listing,,Condo/Co-op,2134 W Pierce Ave #3,Chicago,IL,60622,1025000,3,2.5,CHI - West Town,,,1899,1,,325,Active,,,https://www.redfin.com/IL/Chicago/2134-W-Pierce-Ave-60622/unit-3/home/182150411,MRED,11646232,N,Y,41.9096084,-87.6811886
MLS Listing,,Condo/Co-op,4559 S Michigan Ave Unit 1S,Chicago,IL,60653,299900,3,2.0,CHI - Grand Boulevard,,,2022,1,,154,Active,October-8-2022 11:00 AM,October-8-2022 12:00 PM,https://www.redfin.com/IL/Chicago/4559-S-Michigan-Ave-60653/unit-1S/home/182150213,MRED,11646228,N,Y,41.811419,-87.6224084
MLS Listing,,Condo/Co-op,1835 N Halsted St #10,Chicago,IL,60614,699900,2,2.5,CHI - Lincoln Park,,,,1,,391,Active,October-8-2022 10:00 AM,October-8-2022 12:00 PM,https://www.redfin.com/IL/Chicago/1835-N-Halsted-St-60614/unit-10/home/13347546,MRED,11646216,N,Y,41.9147636,-87.6481434
MLS Listing,,Single Family Residential,600 E 88th Pl,Chicago,IL,60619,185000,3,1.0,CHI - Chatham,1154,3123,1940,1,160,,Active,,,https://www.redfin.com/IL/Chicago/600-E-88th-Pl-60619/home/13112225,MRED,11646214,N,Y,41.7340574,-87.6094389
MLS Listing,,Condo/Co-op,523 N Racine Ave #4,Chicago,IL,60642,425000,2,2.0,CHI - West Town,1500,,2004,1,283,197,Active,October-8-2022 12:30 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/523-N-Racine-Ave-60642/unit-4/home/12640500,MRED,11646215,N,Y,41.8918482,-87.6571388
MLS Listing,,Multi-Family (2-4 Unit),1243 S 61st Ave,Cicero,IL,60804,399900,6,3.0,Cicero,,3920,1961,1,,,Active,,,https://www.redfin.com/IL/Cicero/1243-S-61st-Ave-60804/home/13242589,MRED,11646207,N,Y,41.8639279,-87.7763044
MLS Listing,,Multi-Family (2-4 Unit),5212 S King Dr S,Chicago,IL,60615,890000,15,8.0,CHI - Washington Park,,,1908,1,,,Active,,,https://www.redfin.com/IL/Chicago/5212-S-King-Dr-60615/home/13949957,MRED,11646204,N,Y,41.799819,-87.616567
MLS Listing,,Condo/Co-op,1255 N Sandburg Ter #209,Chicago,IL,60610,229000,1,1.0,CHI - Near North Side,750,,1969,1,305,511,Active,,,https://www.redfin.com/IL/Chicago/1255-N-Sandburg-Ter-60610/unit-209/home/182149798,MRED,11646197,N,Y,41.9054286,-87.6319398
MLS Listing,,Condo/Co-op,6171 N Sheridan Rd #1309,Chicago,IL,60660,158000,1,1.0,CHI - Edgewater,,,,1,,543,Active,,,https://www.redfin.com/IL/Chicago/6171-N-Sheridan-Rd-60660/unit-1309/home/13413384,MRED,11646196,N,Y,41.9944051,-87.6549099
MLS Listing,,Multi-Family (2-4 Unit),3087 N Elbridge Ave,Chicago,IL,60618,1499900,7,6.0,CHI - Avondale,,,1910,1,,,Active,October-8-2022 11:00 AM,October-8-2022 12:30 PM,https://www.redfin.com/IL/Chicago/3087-N-Elbridge-Ave-60618/home/13448613,MRED,11626672,N,Y,41.9369879,-87.7146639
MLS Listing,,Vacant Land,1532 S Kolin Ave,Chicago,IL,60623,30000,,,Lawndale,,3484,,1,,,Active,,,https://www.redfin.com/IL/Chicago/1532-S-Kolin-Ave-60623/home/147909153,MRED,11646193,N,Y,41.859605,-87.733883
MLS Listing,,Vacant Land,5518 S Bishop St,Chicago,IL,60636,30000,,,CHI - West Englewood,,2613,,1,,,Active,,,https://www.redfin.com/IL/Chicago/5518-S-Bishop-St-60636/home/148048997,MRED,11646189,N,Y,41.7930711,-87.6612064
MLS Listing,,Single Family Residential,1338 W 99th St,Chicago,IL,60643,349900,5,3.0,CHI - Washington Heights,3000,3624,,1,117,,Active,,,https://www.redfin.com/IL/Chicago/1338-W-99th-St-60643/home/13097224,MRED,11646178,N,Y,41.7142651,-87.656668
MLS Listing,,Single Family Residential,6943 N Tonty Ave,Chicago,IL,60646,695000,4,2.5,Wildwood,2121,,1965,1,328,,Active,,,https://www.redfin.com/IL/Chicago/6943-N-Tonty-Ave-60646/home/13593122,MRED,11646177,N,Y,42.0070751,-87.7746038
MLS Listing,,Single Family Residential,1935 N Dayton St,Chicago,IL,60614,1799000,5,5.5,CHI - Lincoln Park,5470,,,1,329,,Active,October-16-2022 11:30 AM,October-16-2022 01:00 PM,https://www.redfin.com/IL/Chicago/1935-N-Dayton-St-60614/home/13350834,MRED,11646173,N,Y,41.9170554,-87.649397
MLS Listing,,Single Family Residential,8004 S Wabash Ave,Chicago,IL,60619,280000,3,2.0,CHI - Chatham,4850,,1953,1,58,,Active,,,https://www.redfin.com/IL/Chicago/8004-S-Wabash-Ave-60619/home/13227177,MRED,11646171,N,Y,41.7489257,-87.6232526
MLS Listing,,Multi-Family (2-4 Unit),6915 S Racine Ave,Chicago,IL,60636,43900,4,2.0,CHI - Englewood,,3049,1871,1,,,Active,,,https://www.redfin.com/IL/Chicago/6915-S-Racine-Ave-60636/home/13931118,MRED,11646167,N,Y,41.7681597,-87.6539705
MLS Listing,,Condo/Co-op,130 N Garland Ct #4202,Chicago,IL,60602,850000,3,2.0,CHI - Loop,1695,,2005,1,501,1072,Active,October-8-2022 12:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/130-N-Garland-Ct-60602/unit-4202/home/12620701,MRED,11646163,N,Y,41.8841055,-87.625965
MLS Listing,,Single Family Residential,1929 N Harding Ave,Chicago,IL,60647,625000,4,5.0,CHI - Hermosa,,,,1,,,Active,October-8-2022 01:30 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/1929-N-Harding-Ave-60647/home/13420352,MRED,11646166,N,Y,41.9162343,-87.7250322
MLS Listing,,Condo/Co-op,10652 S Langley Ave #0,Chicago,IL,60628,95500,2,1.5,CHI - Pullman,,,,1,,,Active,,,https://www.redfin.com/IL/Chicago/10652-S-Langley-Ave-60628/home/13079922,MRED,11646160,N,Y,41.700488,-87.6064743
MLS Listing,,Multi-Family (2-4 Unit),5550 W Sunnyside Ave,Chicago,IL,60630,599000,7,3.5,CHI - Portage Park,,,1970,1,,,Active,,,https://www.redfin.com/IL/Chicago/5550-W-Sunnyside-Ave-60630/home/13479643,MRED,11646157,N,Y,41.9625794,-87.7668393
MLS Listing,,Condo/Co-op,2819 N Lakewood Ave Unit 3N,Chicago,IL,60657,499900,2,2.0,CHI - Lake View,,,2005,1,,180,Active,October-8-2022 11:00 AM,October-8-2022 12:30 PM,https://www.redfin.com/IL/Chicago/2819-N-Lakewood-Ave-60657/unit-3N/home/21795568,MRED,11646156,N,Y,41.933196,-87.660788
MLS Listing,,Multi-Family (2-4 Unit),3520 S Prairie Ave,Chicago,IL,60653,529999,4,3.0,Bronzeville,,,2001,1,,,Active,,,https://www.redfin.com/IL/Chicago/3520-S-Prairie-Ave-60653/home/12733644,MRED,11646138,N,Y,41.8304172,-87.6207783
MLS Listing,,Single Family Residential,5102 N Marmora Ave,Chicago,IL,60630,515000,4,2.0,CHI - Jefferson Park,2300,6573,1953,1,224,,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/5102-N-Marmora-Ave-60630/home/13500028,MRED,11646133,N,Y,41.9740909,-87.7760882
MLS Listing,,Single Family Residential,9023 S Oglesby Ave,Chicago,IL,60617,309000,4,2.0,CHI - Calumet Heights,,3750,1957,1,,,Active,,,https://www.redfin.com/IL/Chicago/9023-S-Oglesby-Ave-60617/home/13116795,MRED,11475063,N,Y,41.7309883,-87.5667944
